customerID,tenure,MonthlyCharges,TotalCharges,Contract,InternetService,PaymentMethod,Churn_Probability,Risk_Category
9957-YODKZ,6,80.8,457.1,Month-to-month,Fiber optic,Electronic check,0.8858042249859553,High Risk
7460-ITWWP,45,86.1,3861.45,Month-to-month,Fiber optic,Electronic check,0.72751729938093,High Risk
8066-POXGX,13,35.1,446.1,Month-to-month,DSL,Electronic check,0.7861206713455337,High Risk
7892-POOKP,28,104.8,3046.05,Month-to-month,Fiber optic,Electronic check,0.8129047772645062,High Risk
9129-UXERG,18,103.6,1806.35,Month-to-month,Fiber optic,Credit card (automatic),0.7977449153053222,High Risk
6230-BSUXY,1,85.0,85.0,Month-to-month,Fiber optic,Electronic check,0.9051367023900081,High Risk
9093-FPDLG,11,94.2,999.9,Month-to-month,Fiber optic,Electronic check,0.7685054474653576,High Risk
9809-IMGCQ,22,96.7,2082.95,Month-to-month,Fiber optic,Electronic check,0.8925731060244574,High Risk
8739-XNIKG,5,84.0,424.75,Month-to-month,Fiber optic,Electronic check,0.889482677810634,High Risk
7240-FQLHE,18,99.75,1836.25,Month-to-month,Fiber optic,Bank transfer (automatic),0.8036436241917789,High Risk
8086-OVPWV,2,80.2,181.1,Month-to-month,Fiber optic,Electronic check,0.8794885320868097,High Risk
5995-SNNEW,23,104.45,2184.85,Month-to-month,Fiber optic,Electronic check,0.8796392577333041,High Risk
3384-CTMSF,47,104.1,5135.15,Month-to-month,Fiber optic,Electronic check,0.7835119125761808,High Risk
4128-ETESU,47,99.7,4747.2,Month-to-month,Fiber optic,Electronic check,0.7893941640918436,High Risk
4029-HPFVY,3,70.3,220.4,Month-to-month,Fiber optic,Mailed check,0.7887580648297015,High Risk
5960-WPXQM,1,79.05,79.05,Month-to-month,Fiber optic,Electronic check,0.8807437671745398,High Risk
5052-PNLOS,3,105.35,323.25,Month-to-month,Fiber optic,Bank transfer (automatic),0.8759029497220387,High Risk
7802-EFKNY,5,24.95,100.4,Month-to-month,DSL,Electronic check,0.8065254765302892,High Risk
8835-VSDSE,2,70.7,141.45,Month-to-month,Fiber optic,Electronic check,0.8590772316789728,High Risk
5543-QDCRY,4,56.4,234.85,Month-to-month,DSL,Electronic check,0.7618727889117589,High Risk
0148-DCDOS,25,94.7,2362.1,Month-to-month,Fiber optic,Bank transfer (automatic),0.8148310037979064,High Risk
1389-CXMLU,3,91.05,289.1,Month-to-month,Fiber optic,Electronic check,0.892336186026592,High Risk
9050-IKDZA,2,81.5,162.55,Month-to-month,Fiber optic,Mailed check,0.8374646202335151,High Risk
3884-HCSWG,17,70.0,1144.5,Month-to-month,Fiber optic,Electronic check,0.7692845508088475,High Risk
6158-HDPXZ,1,25.35,25.35,Month-to-month,DSL,Mailed check,0.7237385777776211,High Risk
6689-TCZHQ,5,78.95,378.4,Month-to-month,Fiber optic,Electronic check,0.870665379699457,High Risk
5150-ITWWB,3,94.85,335.75,Month-to-month,Fiber optic,Electronic check,0.9340421541778257,High Risk
1262-OPMFY,9,75.75,655.9,Month-to-month,Fiber optic,Bank transfer (automatic),0.7757668873641749,High Risk
2860-RANUS,20,85.8,1727.5,Month-to-month,Fiber optic,Credit card (automatic),0.8200860155489603,High Risk
7861-UVUFT,15,84.3,1308.4,Month-to-month,Fiber optic,Electronic check,0.8368483156147905,High Risk
5605-IYGFG,7,69.85,515.45,Month-to-month,Fiber optic,Bank transfer (automatic),0.7829822362037723,High Risk
7571-YXDAD,2,74.9,147.15,Month-to-month,Fiber optic,Credit card (automatic),0.7869961623807855,High Risk
7218-HKQFK,2,94.2,167.5,Month-to-month,Fiber optic,Electronic check,0.8677721036385518,High Risk
1100-DDVRV,17,49.8,836.35,Month-to-month,DSL,Mailed check,0.7266927167820387,High Risk
6416-TVAIH,1,68.5,68.5,Month-to-month,Fiber optic,Electronic check,0.8290264072132686,High Risk
5445-UTODQ,7,81.1,576.65,Month-to-month,Fiber optic,Electronic check,0.8703041085829282,High Risk
0122-OAHPZ,7,73.85,511.25,Month-to-month,Fiber optic,Electronic check,0.8524015742067257,High Risk
4919-MOAVT,3,69.65,220.1,Month-to-month,Fiber optic,Electronic check,0.7718367856662662,High Risk
7562-GSUHK,16,93.2,1573.7,Month-to-month,Fiber optic,Credit card (automatic),0.7551368199747185,High Risk
1031-IIDEO,1,70.85,70.85,Month-to-month,Fiber optic,Electronic check,0.8564265717478421,High Risk
6959-UWKHF,1,42.9,42.9,Month-to-month,DSL,Electronic check,0.7341853305373516,High Risk
3966-HRMZA,3,75.05,202.9,Month-to-month,Fiber optic,Mailed check,0.7879081193916452,High Risk
8337-UPOAQ,10,89.8,914.3,Month-to-month,Fiber optic,Electronic check,0.9012752265092244,High Risk
2041-JIJCI,5,64.0,370.25,Month-to-month,DSL,Electronic check,0.7747515238409919,High Risk
6350-XFYGW,4,94.75,422.4,Month-to-month,Fiber optic,Electronic check,0.9173267430971233,High Risk
2519-FAKOD,38,99.25,3777.15,Month-to-month,Fiber optic,Bank transfer (automatic),0.7144079097155117,High Risk
0334-GDDSO,3,81.35,233.7,Month-to-month,Fiber optic,Electronic check,0.8817358715763558,High Risk
1335-NTIUC,9,24.95,190.25,Month-to-month,DSL,Electronic check,0.7632234985745703,High Risk
5307-DZCVC,32,85.95,2628.6,Month-to-month,Fiber optic,Credit card (automatic),0.7617074468040986,High Risk
0023-XUOPT,13,94.1,1215.6,Month-to-month,Fiber optic,Electronic check,0.823620206088465,High Risk
2603-HVKCG,31,101.4,3143.65,Month-to-month,Fiber optic,Electronic check,0.794408676959716,High Risk
8949-JTMAY,29,98.6,2933.2,Month-to-month,Fiber optic,Credit card (automatic),0.7912176468037369,High Risk
9223-UCPVT,1,94.4,94.4,Month-to-month,Fiber optic,Electronic check,0.8820274896961774,High Risk
9420-LOJKX,15,99.1,1426.4,Month-to-month,Fiber optic,Credit card (automatic),0.7247531578540305,High Risk
3143-JQEGI,13,88.35,1222.8,Month-to-month,Fiber optic,Electronic check,0.8227967336685316,High Risk
5908-QMGOE,15,74.2,1133.9,Month-to-month,Fiber optic,Credit card (automatic),0.7912208607055397,High Risk
4910-AQFFX,9,79.35,661.25,Month-to-month,Fiber optic,Bank transfer (automatic),0.7619902643320423,High Risk
4550-EVXNY,1,69.65,69.65,Month-to-month,Fiber optic,Electronic check,0.8252516596437682,High Risk
0674-DGMAQ,32,93.5,2970.8,Month-to-month,Fiber optic,Electronic check,0.8133545268401015,High Risk
4729-XKASR,1,24.75,24.75,Month-to-month,DSL,Electronic check,0.7511600085313765,High Risk
9689-PTNPG,2,80.25,144.55,Month-to-month,Fiber optic,Electronic check,0.8773611567549515,High Risk
8720-RQSBJ,1,44.0,44.0,Month-to-month,DSL,Electronic check,0.7366528227710446,High Risk
2979-SXESE,17,94.4,1607.2,Month-to-month,Fiber optic,Electronic check,0.7101769199856729,High Risk
7534-BFESC,24,76.1,1712.7,Month-to-month,Fiber optic,Electronic check,0.8004749515700796,High Risk
8543-MSDMF,3,77.4,206.15,Month-to-month,DSL,Electronic check,0.7321728856455119,High Risk
3934-HXCFZ,23,99.25,2186.4,Month-to-month,Fiber optic,Electronic check,0.7422141578729099,High Risk
9895-VFOXH,1,24.4,24.4,Month-to-month,DSL,Mailed check,0.7280964521359107,High Risk
0259-GBZSH,2,85.65,181.5,Month-to-month,Fiber optic,Electronic check,0.8967414634506432,High Risk
3387-VATUS,5,94.85,462.8,Month-to-month,Fiber optic,Bank transfer (automatic),0.8841989022999283,High Risk
7254-IQWOZ,1,69.65,69.65,Month-to-month,Fiber optic,Electronic check,0.852547361813389,High Risk
6833-JMZYP,15,94.0,1505.45,Month-to-month,Fiber optic,Credit card (automatic),0.8187691790374407,High Risk
9090-SGQXL,68,105.3,7299.65,Month-to-month,Fiber optic,Electronic check,0.7337969832596508,High Risk
4817-QRJSX,10,81.0,818.05,Month-to-month,Fiber optic,Credit card (automatic),0.7659163820177659,High Risk
7577-SWIFR,1,89.25,89.25,Month-to-month,Fiber optic,Electronic check,0.9052133754094026,High Risk
7858-GTZSP,12,86.55,1066.9,Month-to-month,Fiber optic,Electronic check,0.8704409901066025,High Risk
0404-SWRVG,3,74.4,229.55,Month-to-month,Fiber optic,Electronic check,0.866482483433848,High Risk
0599-XNYDO,20,69.8,1540.35,Month-to-month,Fiber optic,Bank transfer (automatic),0.714567551449673,High Risk
3797-FKOGQ,11,86.2,893.2,Month-to-month,Fiber optic,Electronic check,0.8040612811493175,High Risk
0141-YEAYS,27,86.45,2401.05,Month-to-month,Fiber optic,Bank transfer (automatic),0.7335454785377359,High Risk
1833-VGRUM,1,74.2,74.2,Month-to-month,Fiber optic,Electronic check,0.9010945292861956,High Risk
3647-GMGDH,22,94.7,1914.9,Month-to-month,Fiber optic,Credit card (automatic),0.780845779719341,High Risk
5134-IKDAY,1,69.8,69.8,Month-to-month,Fiber optic,Electronic check,0.8334635197174238,High Risk
8784-CGILN,18,99.85,1776.95,Month-to-month,Fiber optic,Bank transfer (automatic),0.7901749508009853,High Risk
7903-CMPEY,1,80.3,80.3,Month-to-month,Fiber optic,Electronic check,0.8602437305254688,High Risk
7363-QTBIW,9,79.75,769.1,Month-to-month,Fiber optic,Electronic check,0.8644531954471787,High Risk
6522-YRBXD,35,94.55,3365.4,Month-to-month,Fiber optic,Electronic check,0.7369793261859916,High Risk
1918-ZBFQJ,13,79.25,1111.65,Month-to-month,Fiber optic,Electronic check,0.7802987267572836,High Risk
8875-AKBYH,20,84.35,1745.2,Month-to-month,Fiber optic,Electronic check,0.8657756422354158,High Risk
5022-KVDQT,27,81.3,2272.8,Month-to-month,Fiber optic,Electronic check,0.7524433380024202,High Risk
6168-WFVVF,3,70.3,235.5,Month-to-month,Fiber optic,Electronic check,0.8775180989797581,High Risk
6198-RTPMF,17,92.6,1579.7,Month-to-month,Fiber optic,Electronic check,0.861095647490273,High Risk
0225-ZORZP,3,84.3,235.05,Month-to-month,Fiber optic,Electronic check,0.8298801623512914,High Risk
2692-BUCFV,29,101.45,2948.6,Month-to-month,Fiber optic,Bank transfer (automatic),0.7955551431845741,High Risk
0749-IRGQE,13,45.3,528.45,Month-to-month,DSL,Electronic check,0.837200920254511,High Risk
4806-KEXQR,4,79.9,324.3,Month-to-month,Fiber optic,Electronic check,0.8717915421131249,High Risk
9747-DDZOS,1,73.5,73.5,Month-to-month,Fiber optic,Bank transfer (automatic),0.7701945914547993,High Risk
7326-RIGQZ,6,69.8,377.85,Month-to-month,Fiber optic,Electronic check,0.8014169316222539,High Risk
2672-HUYVI,6,91.1,455.3,Month-to-month,Fiber optic,Electronic check,0.8927098259671687,High Risk
6267-DCFFZ,30,90.05,2627.2,Month-to-month,Fiber optic,Electronic check,0.8228125340671415,High Risk
5982-FPVQN,37,95.15,3532.85,Month-to-month,Fiber optic,Electronic check,0.7144835793471486,High Risk
7767-UXAGJ,1,50.45,50.45,Month-to-month,DSL,Electronic check,0.7701857646825001,High Risk
3338-CVVEH,12,94.55,1173.55,Month-to-month,Fiber optic,Electronic check,0.8707616632302626,High Risk
